A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Monto,Fraude
0,7,2361,0,0,0,0,0,0,AR,0.81,1,3,1,0,5,0.00,0.00,9.33,130.72,1
0,13,51376,0,0,0,0,0,0,AR,0.58,0,2,1,0,2,0.00,0.00,58.99,26.31,1
0,12,1964,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,6.78,42.13,1
1,3,19229,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,27.10,156.03,1
1,3,340601,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,13.95,279.42,1
0,8,6642,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,87.70,36.86,1
1,16,100147,0,1,0.2,0,0,0,AR,0.66,0,2,1,0,3,0.00,0.00,20.17,303.15,1
0,7,21134,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,25.28,40.55,1
0,6,18819,0,0,0,0,0,0,AR,0.69,2,2,2,0,2,113.17,0.00,26.60,173.96,1
1,10,31820,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,6.52,25.21,1
0,7,72293,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,13.67,69.28,1
0,3,,0,0,0,0,0,0,AR,,3,3,3,0,3,0.00,0.00,9.43,42.03,1
2,3,102865,0,4,0.038,0,0,0,AR,,1,2,2,0,1,0.00,0.00,64.63,263.55,1
1,6,0,0,0,0,0,0,0,AR,0.72,0,1,1,0,1,0.00,0.00,36.57,158.14,1
2,13,4863,0,0,0,0,0,0,AR,0.58,0,1,1,0,1,0.00,0.00,68.69,42.13,1
2,14,10860,0,0,0,0,0,0,AR,0.56,0,1,1,0,1,0.00,0.00,68.80,42.64,1
0,3,204,3,3,0.008,0.004,0,3,AR,,0,3,1,0,1,0.00,0.00,15.45,129.19,1
0,12,12118,0,0,0,0,0,0,AR,,0,4,1,0,1,0.00,0.00,55.84,25.38,1
0,5,,0,0,0,0,0,0,AR,,3,2,1,0,1,0.00,0.00,24.27,395.01,1
0,18,,2,0,0,0.12,0,0,AR,,1,4,1,0,1,0.00,0.00,35.87,77.46,1
0,18,,2,0,0,0.12,0,0,AR,,1,4,1,0,1,0.00,0.00,42.19,119.65,1
0,5,3783,0,0,0,0,0,0,AR,0.71,1,1,1,0,2,0.00,0.00,37.50,44.77,1
0,7,62,0,0,0,0,0,0,AR,0.66,2,3,1,0,2,0.00,0.00,82.98,7.91,1
0,8,3991,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,39.04,184.51,1
0,17,,1,0,0,0.12,1,0,AR,0.54,4,4,1,0,1,0.00,0.00,58.27,200.22,1
2,17,8,0,0,0,0,0,0,AR,0.52,0,1,1,0,3,0.00,0.00,80.31,100.19,1
0,12,6102,0,0,0,0,0,0,AR,0.68,1,1,1,0,3,0.00,0.00,36.25,28.95,1
0,5,34867,0,0,0,0,0,0,AR,0.70,1,1,1,0,1,69.28,0.00,13.23,35.28,1
0,9,84,0,0,0,0,0,0,AR,0.63,2,3,1,0,2,7.91,0.00,85.27,64.86,1
0,6,122609,0,0,0,0,0,0,AR,0.74,3,3,1,0,1,0.00,0.00,42.56,77.73,1
0,12,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,21.19,85.28,1
0,16,113561,0,0,0,0,0,0,AR,,3,3,3,0,3,0.00,0.00,36.40,69.92,1
0,4,42912,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,89.43,42.19,1
2,19,,0,1,0,0,0,0,AR,0.43,0,2,1,1,2,0.00,0.00,49.25,12.01,1
2,13,32040,0,1,0.03,0,0,1,AR,0.53,1,3,2,0,1,0.00,0.00,87.71,"1,434.24",1
0,12,217042,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.49,165.58,1
0,9,,0,0,0,0,0,0,AR,0.70,0,1,1,0,1,0.00,0.00,17.21,203.70,1
0,13,2073,0,0,0,0,0,0,AR,0.55,0,3,1,0,4,0.00,0.00,30.62,125.57,1
0,15,17330,0,0,0,0,0,0,AR,0.52,0,3,1,0,3,0.00,0.00,61.59,42.13,1
0,7,10964,0,0,0,0,0,0,AR,0.70,1,1,1,0,2,115.88,0.00,11.26,13.66,1
0,12,122601,0,1,0,0,0,0,AR,0.46,0,1,1,0,1,0.00,0.00,53.12,28.95,1
0,3,1146,0,0,0,0,0,0,AR,0.72,1,1,1,0,1,0.00,0.00,51.12,543.13,1
1,13,20071,0,0,0,0,0,0,AR,0.60,0,1,1,0,1,0.00,0.00,48.58,204.34,1
0,4,,0,5,0.045,0,0,4,AR,,1,1,1,0,2,0.00,0.00,8.44,52.89,1
0,17,11040,0,1,0,0,0,0,AR,0.39,0,5,1,0,1,0.00,0.00,27.30,30.53,1
0,13,,0,0,0,0,0,0,AR,0.78,2,2,1,0,1,0.00,0.00,55.70,463.93,1
0,13,14310,1,1,0,1,0,0,AR,,2,3,1,0,5,0.00,0.00,60.66,173.96,1
1,19,57,0,1,0,0,0,0,AR,0.37,0,5,1,0,1,0.00,0.00,50.68,601.09,1
1,13,6819,0,0,0,0,0,0,AR,0.63,0,1,1,0,2,0.00,0.00,53.04,42.01,1
1,14,6820,0,0,0,0,0,0,AR,0.61,0,1,1,0,2,0.00,0.00,57.71,42.01,1
1,13,76341,0,0,0,0,0,0,AR,0.63,0,1,1,0,2,0.00,0.00,57.11,18.50,1
0,13,3357,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,51.60,174.23,1
0,7,27067,0,0,0,0,0,0,AR,0.63,0,2,1,0,3,0.00,0.00,34.49,20.35,1
0,12,39668,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,90.97,50.04,1
0,9,99984,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,19.45,289.97,1
0,4,1831,0,0,0,0,0,0,AR,0.54,2,3,1,0,1,0.00,0.00,34.22,285.81,1
0,5,0,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,51.91,267.72,1
0,4,9723,0,0,0,0,0,0,AR,,0,3,1,0,5,0.00,0.00,7.87,34.31,1
0,5,13378,0,0,0,0,0,0,AR,,0,3,1,0,5,0.00,0.00,6.90,44.94,1
0,17,54337,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,87.87,36.96,1
1,11,15804,0,0,0,0,0,0,AR,,2,1,1,0,1,0.00,0.00,15.96,104.21,1
1,7,19464,1,1,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.05,502.24,1
2,8,103401,1,1,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,27.19,264.26,1
0,12,2317,0,8,0.002,0,0,4,AR,,0,2,1,0,2,0.00,0.00,51.55,100.41,1
0,8,1154,0,0,0,0,0,0,AR,,1,3,3,0,1,0.00,0.00,38.24,207.74,1
0,7,7462,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,35.76,101.10,1
0,15,60469,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,88.57,60.21,1
0,3,,0,5,0.016,0,0,0,AR,,0,3,1,0,4,0.00,0.00,0.27,34.90,1
0,14,5360,0,0,0,0,0,0,AR,0.55,0,2,1,0,1,0.00,0.00,56.95,58.11,1
0,15,22282,1,0,0,0,0,0,AR,0.65,0,2,1,0,1,0.00,0.00,64.24,31.20,1
0,6,1774,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,98.66,52.19,1
0,9,262,0,0,0,0,0,0,AR,0.74,0,1,1,1,3,0.00,0.00,33.67,141.70,1
1,10,342925,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,13.04,237.88,1
0,3,443048,0,4,0.006,0,0,0,AR,,1,2,2,0,1,0.00,0.00,4.18,243.11,1
0,16,1778,0,1,0,0,0,0,AR,0.46,0,2,1,0,4,0.00,0.00,11.61,40.18,1
0,16,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,60.44,761.26,1
0,10,342523,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,93.92,131.07,1
0,6,2857,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,26.42,52.77,1
1,11,20893,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,21.42,97.23,1
3,14,20899,0,2,0.012,0,0,2,AR,0.72,1,3,1,0,1,0.00,0.00,38.25,377.41,1
0,3,372570,0,0,0,0,0,0,AR,0.69,2,3,3,0,4,51.02,0.00,41.56,40.85,1
0,8,14754,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,83.75,44.89,1
0,9,10462,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,88.58,33.73,1
0,13,,8,0,0,0,0,0,AR,,1,1,2,0,1,0.00,0.00,86.95,150.64,1
0,5,1061,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,13.48,107.76,1
0,11,9793,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,75.02,82.80,1
0,12,226,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,11.65,39.89,1
0,11,4173,0,0,0,0,0,0,AR,,1,1,1,0,3,0.00,0.00,9.07,30.98,1
1,2,103373,0,0,0,0,0,0,AR,0.75,2,3,3,0,4,91.88,0.00,39.34,195.05,1
0,7,236,0,0,0,0,0,0,AR,,0,3,1,0,1,0.00,0.00,41.73,105.30,1
0,13,236,0,0,0,0,0,0,AR,,0,3,1,0,2,0.00,0.00,84.47,105.30,1
0,18,33051,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,84.40,16.97,1
2,16,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,90.79,132.13,1
2,17,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,87.30,60.80,1
0,2,88,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,5.09,150.69,1
0,11,4726,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,82.49,158.57,1
0,9,1065,0,0,0,0,0,0,AR,0.71,0,2,1,0,2,0.00,0.00,28.47,206.15,1
1,11,5868,0,0,0,0,0,0,AR,0.51,0,2,1,0,3,0.00,0.00,11.42,26.44,1
1,16,,0,0,0,0,0,0,AR,,2,2,2,0,1,0.00,0.00,32.87,80.26,1
3,3,18919,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,15.60,327.76,1
0,7,8099,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.44,36.96,1
1,15,6497,0,0,0,0,0,0,AR,0.42,0,3,1,0,3,0.00,0.00,23.35,237.88,1
0,9,333098,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,98.29,113.79,1
0,9,31342,0,2,0,0,0,2,AR,,1,1,1,0,1,0.00,0.00,32.26,36.96,1
0,9,10352,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,51.80,364.29,1
1,3,343238,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,42.67,280.17,1
0,3,84,0,0,0,0,0,0,AR,,2,2,2,0,4,47.20,0.00,30.00,58.16,1
0,19,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,28.12,82.16,1
0,2,186,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,15.07,527.67,1
0,13,51303,0,0,0,0,0,0,AR,0.55,0,3,1,0,4,0.00,0.00,68.48,26.38,1
0,15,44266,0,0,0,0,0,0,AR,,1,1,1,1,3,0.00,0.00,99.27,62.34,1
0,13,3664,0,0,0,0,0,0,AR,,1,1,1,0,3,0.00,0.00,53.00,116.27,1
1,13,18771,0,0,0,0,0,0,AR,0.59,0,2,1,0,3,0.00,0.00,50.31,20.15,1
0,5,841,0,0,0,0,0,0,AR,0.78,0,3,1,0,1,0.00,0.00,10.82,36.96,1
0,17,,0,0,0,0,0,0,AR,0.57,0,3,1,0,1,0.00,0.00,14.41,66.73,1
0,19,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,71.42,39.34,1
0,19,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,74.68,39.60,1
0,10,80171,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,23.40,100.41,1
1,14,7781,0,0,0,0,0,0,AR,0.57,0,3,1,0,2,0.00,0.00,39.34,21.04,1
0,10,15,0,0,0,0,0,0,AR,0.54,1,2,1,0,1,0.00,0.00,41.00,29.08,1
0,14,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,82.94,32.77,1
0,7,,0,0,0,0,0,0,AR,,0,3,1,0,6,0.00,0.00,21.37,38.07,1
0,13,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,84.45,31.67,1
0,13,14485,1,1,0,1,0,0,AR,,1,3,1,0,5,0.00,0.00,61.68,107.02,1
0,9,8629,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,28.77,50.18,1
0,2,46,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.64,387.00,1
0,15,99163,0,0,0,0,0,0,AR,0.35,0,1,1,0,2,0.00,0.00,98.82,293.34,1
1,9,645,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,41.70,122.67,1
2,17,648,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,61.41,122.67,1
1,4,32516,0,6,0.003,0,0,3,AR,0.84,0,1,1,0,1,0.00,0.00,23.38,29.03,1
1,5,8672,0,4,0.005,0,0,2,AR,0.83,0,1,1,0,1,0.00,0.00,32.40,59.64,1
2,10,102900,0,0,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,3.00,195.05,1
0,14,1050,0,0,0,0,0,0,AR,0.61,2,2,2,0,3,69.92,0.00,51.44,428.22,1
1,3,7830,0,2,0.009,0,0,1,AR,0.62,0,1,1,0,1,0.00,0.00,30.33,16.57,1
0,7,1109,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,19.50,317.18,1
0,15,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,16.32,77.39,1
0,4,91,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.98,131.65,1
2,5,19531,0,0,0,0,0,0,AR,,2,2,1,0,2,0.00,0.00,74.48,277.53,1
1,12,102855,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,19.21,195.05,1
2,12,102857,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,45.27,195.05,1
0,13,86023,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,96.31,25.70,1
0,19,4398,0,0,0,0,0,0,AR,,0,1,1,0,4,0.00,0.00,15.94,14.75,1
0,14,0,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,36.45,78.78,1
0,12,38842,0,0,0,0,0,0,AR,,2,2,1,0,2,0.00,0.00,16.70,48.43,1
0,11,37658,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,13.87,79.99,1
0,1,1022,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,19.91,898.79,1
0,11,1717,0,0,0,0,0,0,AR,0.69,1,1,1,0,1,71.17,0.00,21.67,52.82,1
0,7,590,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,4.74,79.26,1
0,13,6191,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,50.70,29.03,1
0,9,14852,0,0,0,0,0,0,AR,0.82,0,1,1,0,3,0.00,0.00,2.04,190.29,1
0,16,3728,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,12.25,26.38,1
0,12,3305,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,54.50,306.40,1
0,12,1577,0,0,0,0,0,0,AR,,1,3,3,0,1,0.00,0.00,88.58,52.29,1
0,8,44731,0,0,0,0,0,0,AR,0.61,0,2,1,0,3,0.00,0.00,26.42,42.25,1
0,15,371736,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,87.02,63.34,1
0,7,15365,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,14.25,26.38,1
0,14,276,0,6,0.002,0,0,4,AR,,0,1,1,0,1,0.00,0.00,95.75,46.48,1
0,4,8052,0,2,0.028,0,0,0,AR,,2,2,2,0,5,0.00,0.00,3.41,50.65,1
0,5,237,0,2,0.028,0,0,0,AR,,2,2,2,0,5,50.65,0.00,4.83,56.94,1
0,2,190,0,0,0,0,0,0,AR,,2,2,2,0,2,0.00,0.00,17.22,664.61,1
0,10,220,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,22.72,81.95,1
0,13,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,12.74,260.98,1
0,4,5003,0,0,0,0,0,0,AR,0.73,1,1,1,0,2,0.00,0.00,21.42,39.50,1
0,5,6195,0,0,0,0,0,0,AR,,2,2,1,0,1,0.00,0.00,37.34,317.18,1
0,15,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,24.06,52.19,1
0,11,640,0,0,0,0,0,0,AR,,0,6,1,0,2,0.00,0.00,28.80,79.26,1
2,15,,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,28.71,71.27,1
0,15,0,0,2,0,0,0,0,AR,,1,3,2,0,1,0.00,0.00,59.14,44.94,1
1,7,18538,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,82.81,310.68,1
0,15,712,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.76,47.06,1
0,3,157,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,12.13,232.59,1
3,10,81450,0,0,0,0,0,0,AR,0.82,0,1,1,0,3,0.00,0.00,16.03,337.86,1
0,6,7089,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,15.53,11.63,1
1,11,22856,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,85.28,105.69,1
0,2,1917,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,20.58,185.35,1
0,13,99407,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.33,264.31,1
0,11,370477,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,82.50,110.93,1
0,8,10456,0,0,0,0,0,0,AR,0.62,2,1,1,0,2,0.00,0.00,12.21,82.22,1
1,3,102801,0,1,0.025,0,0,1,AR,0.72,0,1,1,0,1,0.00,0.00,22.99,237.35,1
1,8,102815,0,0,0,0,0,0,AR,0.75,0,2,1,2,3,0.00,0.00,34.90,157.67,1
0,2,48,0,0,0,0,0,0,AR,,3,3,3,0,3,0.00,0.00,12.79,516.69,1
0,13,104306,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,97.64,25.80,1
0,19,,1,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,47.75,37.07,1
0,16,,3,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,10.89,18.45,1
0,7,8158,0,0,0,0,0,0,AR,0.65,0,2,1,0,2,0.00,0.00,87.75,18.16,1
0,6,40197,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.25,37.01,1
1,10,59713,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,85.97,189.39,1
0,14,2,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,42.41,99.93,1
1,4,2242,0,0,0,0,0,0,AR,0.82,1,1,1,0,3,603.81,0.00,11.54,121.18,1
0,6,9179,1,0,0,0,0,0,AR,0.61,1,1,1,0,2,0.00,0.00,25.78,29.31,1
0,12,6202,0,0,0,0,0,0,AR,0.52,0,3,1,0,2,0.00,0.00,50.86,28.99,1
0,10,2629,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,91.93,139.87,1
0,7,2380,0,4,0,0,0,4,AR,,0,1,1,0,1,0.00,0.00,42.66,461.44,1
0,11,15,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,71.16,105.45,1
0,12,216,0,0,0,0,0,0,AR,0.49,1,1,1,0,2,0.00,0.00,15.19,43.82,1
0,11,7419,0,0,0,0,0,0,AR,0.53,1,1,1,0,2,43.82,0.00,21.25,32.79,1
0,5,693,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.76,87.12,1
0,7,10222,0,0,0,0,0,0,AR,0.64,0,2,1,0,2,0.00,0.00,13.12,40.13,1
0,10,6063,4,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.54,206.26,1
1,8,654,0,1,0.025,0,0,1,AR,0.86,0,1,1,0,1,0.00,0.00,21.28,94.99,1
0,11,,0,1,1,0,0,0,AR,0.87,1,1,1,0,3,0.00,0.00,6.92,36.86,1
0,3,948,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,1.30,286.72,1
0,12,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,8.10,357.30,1
0,9,6040,0,0,0,0,0,0,AR,0.52,0,2,1,0,4,0.00,0.00,88.60,19.38,1
0,14,5863,0,3,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,5.00,163.64,1
0,3,99571,0,0,0,0,0,0,AR,0.82,1,1,1,0,2,0.00,0.00,10.75,184.76,1
0,8,26,0,2,0.006,0,0,2,AR,,1,1,1,0,1,0.00,0.00,96.42,79.20,1
1,16,60614,0,3,0.06,0,0,1,AR,,0,1,1,0,2,0.00,0.00,15.20,73.82,1
0,16,,0,1,1,0,0,0,AR,0.82,1,1,1,0,3,0.00,0.00,11.20,119.76,1
0,8,11781,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,93.05,20.40,1
0,4,14817,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,21.15,50.95,1
0,12,38572,0,0,0,0,0,0,AR,0.73,2,3,3,0,2,123.99,0.00,-1.00,18.36,1
0,7,75232,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,16.49,47.47,1
0,20,4978,0,0,0,0,0,0,AR,0.63,0,1,1,0,3,0.00,0.00,-1.00,52.75,1
0,18,,0,0,0,0,0,0,AR,0.49,1,1,1,0,1,0.00,0.00,-1.00,70.11,1
1,8,441184,0,3,0.009,0,0,3,AR,0.83,0,1,1,0,1,0.00,0.00,23.31,73.34,1
1,10,343048,2,0,0,0.018,2,0,AR,,0,1,1,0,1,0.00,0.00,45.54,105.50,1
0,2,36,0,0,0,0,0,0,AR,0.80,3,2,1,0,2,0.00,0.00,46.84,205.93,1
0,10,86300,0,0,0,0,0,0,AR,0.61,1,1,1,0,3,0.00,0.00,86.84,70.33,1
0,14,440274,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,93.56,76.83,1
0,8,40695,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,19.12,173.72,1
0,9,7964,0,0,0,0,0,0,AR,0.58,0,3,1,0,3,0.00,0.00,34.12,26.40,1
0,1,14572,0,4,0.375,0,0,0,AR,,0,2,1,0,1,0.00,0.00,6.99,290.36,1
0,7,65606,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,13.13,155.65,1
1,8,5238,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,22.17,147.79,1
0,10,3120,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,21.82,59.67,1
0,14,862,0,0,0,0,0,0,AR,,1,2,2,0,3,0.00,0.00,20.04,121.39,1
0,3,25671,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,12.65,72.87,1
0,2,86378,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,12.08,18.75,1
0,12,1920,0,0,0,0,0,0,AR,,0,3,1,0,3,0.00,0.00,26.42,44.72,1
0,14,1920,0,0,0,0,0,0,AR,,0,3,1,0,3,0.00,0.00,37.54,44.72,1
0,18,8284,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,31.24,16.63,1
0,10,171,0,0,0,0,0,0,AR,0.56,0,1,1,0,1,0.00,0.00,38.71,29.31,1
0,8,131,1,0,0,1,0,0,AR,0.53,1,1,1,0,1,139.87,0.00,90.98,46.94,1
0,13,56881,0,0,0,0,0,0,AR,0.59,0,2,1,0,2,0.00,0.00,37.09,14.20,1
0,15,,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,13.44,150.86,1
0,7,40172,0,0,0,0,0,0,AR,0.72,2,3,1,0,2,0.00,0.00,42.06,181.36,1
2,12,102626,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,23.75,120.23,1
0,7,7274,0,0,0,0,0,0,AR,0.62,0,2,1,0,3,0.00,0.00,33.11,11.60,1
0,8,18,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,55.41,105.30,1
0,7,26,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,59.90,104.88,1
0,5,12957,0,1,0.04,0,0,0,AR,0.81,1,1,1,0,1,0.00,0.00,5.49,50.90,1
0,10,11831,0,0,0,0,0,0,AR,0.51,0,3,1,0,3,0.00,0.00,47.60,49.61,1
4,15,23852,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,56.36,31.59,1
0,14,18366,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,26.04,52.27,1
0,12,1406,0,0,0,0,0,0,AR,0.70,0,1,1,0,1,0.00,0.00,83.89,25.68,1
0,10,10980,2,1,0,0,1,0,AR,0.35,0,1,1,0,1,0.00,0.00,9.61,20.41,1
1,2,42206,0,0,0,0,0,0,AR,,2,2,2,0,3,0.00,0.00,37.75,440.25,1
0,3,953,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,14.05,54.97,1
0,4,4946,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,14.49,104.59,1
7,14,102321,0,0,0,0,0,0,AR,0.62,0,1,1,0,3,0.00,0.00,26.97,153.97,1
0,14,10876,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,89.58,38.49,1
1,8,61,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,30.06,150.23,1
2,13,1252,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,13.14,29.79,1
0,7,8,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,29.00,105.46,1
0,13,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,44.47,136.78,1
0,14,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,35.24,38.97,1
1,10,102266,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,31.99,315.80,1
0,12,1157,0,0,0,0,0,0,AR,0.54,0,1,1,0,3,0.00,0.00,46.29,53.73,1
0,9,65207,0,0,0,0,0,0,AR,0.81,0,2,1,0,4,0.00,0.00,5.65,136.84,1
0,17,28628,0,0,0,0,0,0,AR,0.43,0,4,1,0,2,0.00,0.00,82.85,9.39,1
0,5,17528,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,22.99,273.15,1
1,7,24974,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,25.00,198.27,1
0,10,9337,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,13.40,50.62,1
0,14,12663,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,19.20,31.59,1
0,17,14166,0,0,0,0,0,0,AR,0.43,0,4,1,0,2,0.00,0.00,86.82,10.49,1
0,8,6296,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,27.27,63.07,1
0,13,701,0,0,0,0,0,0,AR,0.44,0,2,1,0,3,0.00,0.00,25.28,34.28,1
0,14,18471,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,20.16,36.86,1
